SUBTYPE
PLEGchih - White-faced Ibis (Plegadis chihi) - SNA
PLEGfalc - Glossy Ibis (Plegadis falcinellus) - SNA
MYCTamer - Wood Stork (Mycteria americana) - SNA
PHOErube - American Flamingo (Phoenicopterus ruber) - SNA
AIXspon - Wood Duck (Aix sponsa) - S5B
ANASacut - Northern Pintail (Anas acuta) - S1B,SUM
ANAScrec - Green-winged Teal (Anas crecca) - S4S5B,S5M
ANAScrca - American Green-winged Teal (Anas crecca carolinensis) - S4S5B,S5M
ANAScrcr - European Green-winged Teal (Anas crecca crecca) - SNA
ANASplat - Mallard (Anas platyrhynchos) - S5B,S5N
ANASplru - Mallard x American Black Duck Hybrid (Anas platyrhynchos x rubripes) - SNA
ANASrubr - American Black Duck (Anas rubripes) - S5B,S5N
ANSEalbi - Greater White-fronted Goose (Anser albifrons) - SNA
ANSEanse - Graylag Goose (Anser anser) - SNA
ANSEbrac - Pink-footed Goose (Anser brachyrhynchus) - SNA
ANSEcaer - Snow Goose (Anser caerulescens) - SNA
ANSEross - Ross' Goose (Anser rossii) - SNA
ANSEserr - Tundra Bean-Goose (Anser serrirostris) - SNA
AYTHaffi - Lesser Scaup (Aythya affinis) - SUM
AYTHamer - Redhead (Aythya americana) - SHB
AYTHcoll - Ring-necked Duck (Aythya collaris) - S5B
AYTHfuli - Tufted Duck (Aythya fuligula) - SNA
AYTHmari - Greater Scaup (Aythya marila) - S4N,SUM
AYTHvali - Canvasback (Aythya valisineria) - SNA
BRANbern - Brant (Branta bernicla) - S3M
BRANcana - Canada Goose (Branta canadensis) - SUB,S4N,S5M
BRANhutc - Cackling Goose (Branta hutchinsii) - SNA
BRANleuc - Barnacle Goose (Branta leucopsis) - SNA
BUCEalbe - Bufflehead (Bucephala albeola) - S3S4N
BUCEclan - Common Goldeneye (Bucephala clangula) - S4B,S4N,S5M
BUCEisla - Barrow's Goldeneye (Bucephala islandica) - S1N,SUM
BUCEis.1 - Barrow's Goldeneye - Eastern Population (Bucephala islandica pop. 1) - S1N,SUM
CAMPlabr - Labrador Duck (Camptorhynchus labradorius) - SXN
CLANhyem - Long-tailed Duck (Clangula hyemalis) - S5N
CYGNbucc - Trumpeter Swan (Cygnus buccinator) - SNA
CYGNcolu - Tundra Swan (Cygnus columbianus) - SNA
CYGNolor - Mute Swan (Cygnus olor) - SNA
DENDautu - Black-Bellied Whistling-Duck (Dendrocygna autumnalis) - SNA
DENDbico - Fulvous Whistling-Duck (Dendrocygna bicolor) - SNA
HISThist - Harlequin Duck (Histrionicus histrionicus) - S2N
HISThi.1 - Harlequin Duck - Eastern population (Histrionicus histrionicus pop. 1) - S2N
LOPHcucu - Hooded Merganser (Lophodytes cucullatus) - S4S5B,S5M
MAREamer - American Wigeon (Mareca americana) - S4B,S4S5M
MAREpene - Eurasian Wigeon (Mareca penelope) - SNA
MAREstre - Gadwall (Mareca strepera) - S2B,SUM
MELAamer - American Scoter (Melanitta americana) - S4N
MELAdegl - White-winged Scoter (Melanitta deglandi) - S2N,S4M
MELApers - Surf Scoter (Melanitta perspicillata) - S2N,S4M
MERGmerg - Common Merganser (Mergus merganser) - S5B,S4N
MERGserr - Red-breasted Merganser (Mergus serrator) - S3B,S4S5N,S5M
OXYUjama - Ruddy Duck (Oxyura jamaicensis) - S1B
SOMAmoll - Common Eider (Somateria mollissima) - S2B,S2N,S4M
SOMAspec - King Eider (Somateria spectabilis) - SNA
SPATclyp - Northern Shoveler (Spatula clypeata) - S2B,SUM
SPATcyan - Cinnamon Teal (Spatula cyanoptera) - SNA
SPATdisc - Blue-winged Teal (Spatula discors) - S3B
SPATquer - Garganey (Spatula querquedula) - SNA
CATHaura - Turkey Vulture (Cathartes aura) - S2S3B,S4S5M
CORAatra - Black Vulture (Coragyps atratus) - SNA
ACCIatri - American Goshawk (Accipiter atricapillus) - S3S4
ACCIcoop - Cooper's Hawk (Accipiter cooperii) - S1?B,SUN,SUM
ACCIstri - Sharp-shinned Hawk (Accipiter striatus) - S5
AQUIchry - Golden Eagle (Aquila chrysaetos) - SNA
BUTEalbo - Zone-tailed Hawk (Buteo albonotatus) - SNA
BUTEjama - Red-tailed Hawk (Buteo jamaicensis) - S5
BUTElago - Rough-legged Hawk (Buteo lagopus) - S3N
BUTEline - Red-shouldered Hawk (Buteo lineatus) - SNA
BUTEplat - Broad-winged Hawk (Buteo platypterus) - S5B
BUTEswai - Swainson's Hawk (Buteo swainsoni) - SNA
CIRChuds - Northern Harrier (Circus hudsonius) - S4B,S4S5M
ELANforf - Swallow-tailed Kite (Elanoides forficatus) - SNA
HALIleuc - Bald Eagle (Haliaeetus leucocephalus) - S5
HALIpela - Steller's Sea-eagle (Haliaeetus pelagicus) - SNA
ICTImiss - Mississippi Kite (Ictinia mississippiensis) - SNA
PANDhali - Osprey (Pandion haliaetus) - S4S5B,S5M
CARAplan - Crested Caracara (Caracara plancus) - SNA
FALCcolu - Merlin (Falco columbarius) - S5B
FALCpere - Peregrine Falcon (Falco peregrinus) - S1B,SUM
FALCpe.1 - Peregrine Falcon - anatum/tundrius (Falco peregrinus pop. 1) - S1B,SUM
FALCrust - Gyrfalcon (Falco rusticolus) - SUN
FALCspar - American Kestrel (Falco sparverius) - S3B,S4S5M
FALCtinn - Eurasian Kestrel (Falco tinnunculus) - SNA
BONAumbe - Ruffed Grouse (Bonasa umbellus) - S5
CANAcana - Spruce Grouse (Canachites canadensis) - S4
COLIvirg - Northern Bobwhite (Colinus virginianus) - SNA
WIPT - Willow Ptarmigan (Lagopus lagopus) - SNA
LAGOmuta - Rock Ptarmigan (Lagopus muta) - SNA
MELEgall - Wild Turkey (Meleagris gallopavo) - SNA
PERDperd - Grey Partridge (Perdix perdix) - SNA
PHAScolc - Ring-necked Pheasant (Phasianus colchicus) - SNA
COTUnove - Yellow Rail (Coturnicops noveboracensis) - SUB
CREXcrex - Corn Crake (Crex crex) - SNA
FULIamer - American Coot (Fulica americana) - S1B
GALLgale - Common Gallinule (Gallinula galeata) - S1B
LATEjama - Black Rail (Laterallus jamaicensis) - SNA
PORPmart - Purple Gallinule (Porphyrio martinicus) - SNA
PORZcaro - Sora (Porzana carolina) - S5B
RALLcrep - Clapper Rail (Rallus crepitans) - SNA
RALLeleg - King Rail (Rallus elegans) - SNA
RALLlimi - Virginia Rail (Rallus limicola) - S2S3B
ARAMguar - Limpkin (Aramus guarauna) - SNA
ANTIcana - Sandhill Crane (Antigone canadensis) - SNA
CHARhiat - Common Ringed Plover (Charadrius hiaticula) - SNA
CHARmelo - Piping Plover (Charadrius melodus) - S1B
CHARmeme - Piping Plover melodus subspecies (Charadrius melodus melodus) - S1B
CHARnivo - Snowy Plover (Charadrius nivosus) - SNA
CHARsemi - Semipalmated Plover (Charadrius semipalmatus) - S1B,S4M
CHARvoci - Killdeer (Charadrius vociferus) - S3B
CHARwils - Wilson's Plover (Charadrius wilsonia) - SNA
PLUVapri - European Golden-Plover (Pluvialis apricaria) - SNA
PLUVdomi - American Golden-Plover (Pluvialis dominica) - S2S3M
PLUVfulv - Pacific Golden-Plover (Pluvialis fulva) - SNA
PLUVsqua - Black-bellied Plover (Pluvialis squatarola) - S3M
VANEvane - Northern Lapwing (Vanellus vanellus) - SNA
HAEMpall - American Oystercatcher (Haematopus palliatus) - SNRB
HIMAmexi - Black-necked Stilt (Himantopus mexicanus) - SNA
RECUamer - American Avocet (Recurvirostra americana) - SNA
ACTImacu - Spotted Sandpiper (Actitis macularius) - S3S4B,S5M
ARENinte - Ruddy Turnstone (Arenaria interpres) - S3M
BARTlong - Upland Sandpiper (Bartramia longicauda) - S1B
CALIacum - Sharp-Tailed Sandpiper (Calidris acuminata) - SNA
CALIalba - Sanderling (Calidris alba) - S2N,S3M
CALIalpi - Dunlin (Calidris alpina) - S4M
CALIbair - Baird's Sandpiper (Calidris bairdii) - SNA
CALIcanu - Red Knot (Calidris canutus) - S2M
CALIcaru - Red Knot rufa subspecies (Calidris canutus rufa) - S2M
CALIfalc - Broad-billed Sandpiper (Calidris falcinellus) - SNA
CALIferr - Curlew Sandpiper (Calidris ferruginea) - SNA
CALIfusc - White-rumped Sandpiper (Calidris fuscicollis) - S4M
CALIhima - Stilt Sandpiper (Calidris himantopus) - SNA
CALImari - Purple Sandpiper (Calidris maritima) - S3S4N
CALImaur - Western Sandpiper (Calidris mauri) - SNA
CALImela - Pectoral Sandpiper (Calidris melanotos) - S3M
CALIminu - Little Stint (Calidris minuta) - SNA
CALIminu - Least Sandpiper (Calidris minutilla) - S1B,S4M
CALIpugn - Ruff (Calidris pugnax) - SNA
CALIpusi - Semipalmated Sandpiper (Calidris pusilla) - S3M
CALIrufi - Red-necked Stint (Calidris ruficollis) - SNA
CALIsubr - Buff-breasted Sandpiper (Calidris subruficollis) - SNA
GALLdeli - Wilson's Snipe (Gallinago delicata) - S3B,S5M
LIMNgris - Short-billed Dowitcher (Limnodromus griseus) - S3M
LIMNscol - Long-billed Dowitcher (Limnodromus scolopaceus) - SNA
LIMOfedo - Marbled Godwit (Limosa fedoa) - SNA
LIMOhaem - Hudsonian Godwit (Limosa haemastica) - S2S3M
LIMOlapp - Bar-tailed Godwit (Limosa lapponica) - SNA
LIMOlimo - Black-tailed Godwit (Limosa limosa) - SNA
LYMNmini - Jack Snipe (Lymnocryptes minimus) - SNA
NUMEamer - Long-billed Curlew (Numenius americanus) - SNA
NUMEarqu - Eurasian Curlew (Numenius arquata) - SNA
NUMEbore - Eskimo Curlew (Numenius borealis) - SXM
NUMEphae - Whimbrel (Numenius phaeopus) - S2S3M
NUMEphhu - Whimbrel (Numenius phaeopus hudsonicus) - S2S3M
NUMEphph - Eurasian Whimbrel (Numenius phaeopus phaeopus) - SNA
PHALfuli - Red Phalarope (Phalaropus fulicarius) - S2S3M
PHALloba - Red-necked Phalarope (Phalaropus lobatus) - S2S3M
PHALtric - Wilson's Phalarope (Phalaropus tricolor) - SNA
SCOLmino - American Woodcock (Scolopax minor) - S5B
TRINeryt - Spotted Redshank (Tringa erythropus) - SNA
TRINflav - Lesser Yellowlegs (Tringa flavipes) - S3M
TRINmela - Greater Yellowlegs (Tringa melanoleuca) - S3B,S4M
TRINnebu - Common Greenshank (Tringa nebularia) - SNA
TRINochr - Green Sandpiper (Tringa ochropus) - SNA
TRINsemi - Willet (Tringa semipalmata) - S3B
TRINsein - Western Willet (Tringa semipalmata inornata) - SNA
TRINsoli - Solitary Sandpiper (Tringa solitaria) - SUB,S3S4M
CHLIleuc - White-winged Tern (Chlidonias leucopterus) - SNA
CHLInige - Black Tern (Chlidonias niger) - S1B
CHROphil - Bonaparte's Gull (Chroicocephalus philadelphia) - S5M
CHROridi - Black-headed Gull (Chroicocephalus ridibundus) - S3N
GELOnilo - Gull-billed Tern (Gelochelidon nilotica) - SNA
HYDRminu - Little Gull (Hydrocoloeus minutus) - SNA
STERcasp - Caspian Tern (Hydroprogne caspia) - SNA
LARUarge - Herring Gull (Larus argentatus) - S5
LARUcali - California Gull (Larus californicus) - SNA
LARUcanu - Common Gull (Larus canus) - SNA
LARUcras - Black-tailed Gull (Larus crassirostris) - SNA
LARUdela - Ring-billed Gull (Larus delawarensis) - SUB,S5N
LARUfusc - Lesser Black-backed Gull (Larus fuscus) - SNA
LARUglau - Iceland Gull (Larus glaucoides) - S4N
LARUglku - Kumlien's  Gull (Larus glaucoides kumlieni) - S4N
LARUglth - Thayer's Gull (Larus glaucoides thayeri) - SNA
LARUhype - Glaucous Gull (Larus hyperboreus) - SNA
LARUmari - Great Black-backed Gull (Larus marinus) - S4S5
LARUschi - Slaty-backed Gull (Larus schistisagus) - SNA
LEUCatri - Laughing Gull (Leucophaeus atricilla) - SHB
LARUpipi - Franklin's Gull (Leucophaeus pipixcan) - SNA
ONYCanae - Bridled Tern (Onychoprion anaethetus) - SNA
ONYCfusc - Sooty Tern (Onychoprion fuscatus) - SNA
PAGOebur - Ivory Gull (Pagophila eburnea) - SNA
RHODrose - Ross' Gull (Rhodostethia rosea) - SNA
RISStrid - Black-legged Kittiwake (Rissa tridactyla) - S2S3B
RYNCnige - Black Skimmer (Rynchops niger) - SNA
STERlong - Long-tailed Jaeger (Stercorarius longicaudus) - SNA
STERmacc - South Polar Skua (Stercorarius maccormicki) - SNA
STERpara - Parasitic Jaeger (Stercorarius parasiticus) - SNA
STERpoma - Pomarine Jaeger (Stercorarius pomarinus) - SNA
STERskua - Great Skua (Stercorarius skua) - SNA
STERdoug - Roseate Tern (Sterna dougallii) - S1B
STERfors - Forster's Tern (Sterna forsteri) - SNA
STERhiru - Common Tern (Sterna hirundo) - S3B
STERpara - Arctic Tern (Sterna paradisaea) - S3B
STERanti - Least Tern (Sternula antillarum) - SNA
THALmaxi - Royal Tern (Thalasseus maximus) - SNA
THALsand - Sandwich Tern (Thalasseus sandvicensis) - SNA
XEMAsabi - Sabine's Gull (Xema sabini) - SNA
ALCAtord - Razorbill (Alca torda) - S2B
ALLEalle - Dovekie (Alle alle) - S5N
CEPPgryl - Black Guillemot (Cepphus grylle) - S4B
FRATarct - Atlantic Puffin (Fratercula arctica) - S2B
PINGimpe - Great Auk (Pinguinus impennis) - SXN
URIAaalg - Common Murre (Uria aalge) - S1?B
URIAlomv - Thick-billed Murre (Uria lomvia) - S5N
COLUlivi - Rock Pigeon (Columba livia) - SNA
COLUpass - Common Ground-Dove (Columbina passerina) - SNA
ECTOmigr - Passenger Pigeon (Ectopistes migratorius) - SXB
COLUfasc - Band-tailed Pigeon (Patagioenas fasciata) - SNA
STREdeca - Eurasian Collared-Dove (Streptopelia decaocto) - SNA
ZENAasia - White-winged Dove (Zenaida asiatica) - SNA
ZENAmacr - Mourning Dove (Zenaida macroura) - S5
COCCamer - Yellow-billed Cuckoo (Coccyzus americanus) - SNA
COCCeryt - Black-billed Cuckoo (Coccyzus erythropthalmus) - S3B
COCCmino - Mangrove Cuckoo (Coccyzus minor) - SNA
CROTsulc - Groove-billed Ani (Crotophaga sulcirostris) - SNA
TYTOalba - Barn Owl (Tyto alba) - SNA
AEGOacad - Northern Saw-whet Owl (Aegolius acadicus) - S4B,SUM
AEGOfune - Boreal Owl (Aegolius funereus) - S2?B,SUM
ASIOflam - Short-eared Owl (Asio flammeus) - S1B
ASIOotus - Long-eared Owl (Asio otus) - S2S3
ATHEcuni - Burrowing Owl (Athene cunicularia) - SNA
BUBOscan - Snowy Owl (Bubo scandiacus) - SNA
BUBOvirg - Great Horned Owl (Bubo virginianus) - S4
MEGAasio - Eastern Screech-Owl (Megascops asio) - SNA
STRInebu - Great Grey Owl (Strix nebulosa) - SNA
STRIvari - Barred Owl (Strix varia) - S5
SURNulul - Northern Hawk Owl (Surnia ulula) - SNA
ANTRcaro - Chuck-Will's-Widow (Antrostomus carolinensis) - SNA
ANTRvoci - Eastern Whip-Poor-Will (Antrostomus vociferus) - S1?B
CHORmino - Common Nighthawk (Chordeiles minor) - S3B
CHAEpela - Chimney Swift (Chaetura pelagica) - S2S3B,S1M
ARCHalex - Black-chinned Hummingbird (Archilochus alexandri) - SNA
ARCHcolu - Ruby-throated Hummingbird (Archilochus colubris) - S5B
CYNAlati - Broad-billed Hummingbird (Cynanthus latirostris) - SNA
SELAcall - Calliope Hummingbird (Selasphorus calliope) - SNA
SELArufu - Rufous Hummingbird (Selasphorus rufus) - SNA
MEGAalcy - Belted Kingfisher (Megaceryle alcyon) - S4S5B
COLAaura - Northern Flicker (Colaptes auratus) - S5B
DRYOpube - Downy Woodpecker (Dryobates pubescens) - S5
DRYOvill - Hairy Woodpecker (Dryobates villosus) - S5
DRYOpile - Pileated Woodpecker (Dryocopus pileatus) - S5
MELAcaro - Red-bellied Woodpecker (Melanerpes carolinus) - SU
MELAeryt - Red-headed Woodpecker (Melanerpes erythrocephalus) - SNA
MELAlewi - Lewis's Woodpecker (Melanerpes lewis) - SNA
PICOarct - Black-backed Woodpecker (Picoides arcticus) - S3S4
PICOdors - American Three-toed Woodpecker (Picoides dorsalis) - S1?
SPHYrube - Red-Breasted Sapsucker (Sphyrapicus ruber) - SNA
SPHYvari - Yellow-bellied Sapsucker (Sphyrapicus varius) - S5B
CONTcoop - Olive-sided Flycatcher (Contopus cooperi) - S3B
CONTsord - Western Wood-Pewee (Contopus sordidulus) - SNA
CONTvire - Eastern Wood-Pewee (Contopus virens) - S3S4B
EMPIalno - Alder Flycatcher (Empidonax alnorum) - S5B
EMPIdiff - Western Flycatcher (Empidonax difficilis) - SNA
EMPIflav - Yellow-bellied Flycatcher (Empidonax flaviventris) - S4B,S5M
EMPIhamm - Hammond's Flycatcher (Empidonax hammondii) - SNA
EMPImini - Least Flycatcher (Empidonax minimus) - S4S5B,S5M
EMPIober - Dusky Flycatcher (Empidonax oberholseri) - SNA
EMPItrai - Willow Flycatcher (Empidonax traillii) - S2B
EMPIvire - Acadian Flycatcher (Empidonax virescens) - SNA
MYIAcine - Ash-throated Flycatcher (Myiarchus cinerascens) - SNA
MYIAcrin - Great Crested Flycatcher (Myiarchus crinitus) - S1B
MYIOlute - Sulphur-bellied Flycatcher (Myiodynastes luteiventris) - SNA
PYROrubi - Vermilion Flycatcher (Pyrocephalus rubinus) - SNA
SAYOphoe - Eastern Phoebe (Sayornis phoebe) - S4S5B,S4M
SAYOsaya - Say's Phoebe (Sayornis saya) - SNA
TYRAcouc - Couch's Kingbird (Tyrannus couchii) - SNA
TYRAdomi - Gray Kingbird (Tyrannus dominicensis) - SNA
TYRAforf - Scissor-tailed Flycatcher (Tyrannus forficatus) - SNA
TYRAmela - Tropical Kingbird (Tyrannus melancholicus) - SNA
TYRAsava - Fork-tailed Flycatcher (Tyrannus savana) - SNA
TYRAtyra - Eastern Kingbird (Tyrannus tyrannus) - S3B
TYRAvert - Western Kingbird (Tyrannus verticalis) - SNA
TYRAvoci - Cassin's Kingbird (Tyrannus vociferans) - SNA
EREMalpe - Horned Lark (Eremophila alpestris) - SHB,S4S5N,S5M
HIRUrust - Barn Swallow (Hirundo rustica) - S3B
PETRfulv - Cave Swallow (Petrochelidon fulva) - SNA
PETRpyrr - Cliff Swallow (Petrochelidon pyrrhonota) - S2S3B
PROGsubi - Purple Martin (Progne subis) - SHB
RIPAripa - Bank Swallow (Riparia riparia) - S2B
STELserr - Northern Rough-winged Swallow (Stelgidopteryx serripennis) - SNA
TACHbico - Tree Swallow (Tachycineta bicolor) - S4B
TACHcyan - Bahama Swallow (Tachycineta cyaneoviridis) - SNA
TACHthal - Violet-Green Swallow (Tachycineta thalassina) - SNA
CORVbrac - American Crow (Corvus brachyrhynchos) - S5
CORVcora - Common Raven (Corvus corax) - S5
CORVmone - Eurasian Jackdaw (Corvus monedula) - SNA
CORVossi - Fish Crow (Corvus ossifragus) - SNA
CYANcris - Blue Jay (Cyanocitta cristata) - S5
PERIcana - Canada Jay (Perisoreus canadensis) - S3
PICAhuds - Black-billed Magpie (Pica hudsonia) - SNA
BAEObico - Tufted Titmouse (Baeolophus bicolor) - SNA
POECatri - Black-capped Chickadee (Poecile atricapillus) - S5
POEChuds - Boreal Chickadee (Poecile hudsonicus) - S3
SITTcana - Red-breasted Nuthatch (Sitta canadensis) - S4S5
SITTcaro - White-breasted Nuthatch (Sitta carolinensis) - S4
CERTamer - Brown Creeper (Certhia americana) - S5
CISTpalu - Marsh Wren (Cistothorus palustris) - S1B
CISTplat - Grass Wren (Cistothorus platensis) - SNA
CISTstel - Sedge Wren (Cistothorus stellaris) - SNA
SALPobso - Rock Wren (Salpinctes obsoletus) - SNA
THRYbewi - Bewick's Wren (Thryomanes bewickii) - SNA
THRYludo - Carolina Wren (Thryothorus ludovicianus) - SNA
TROGaedo - House Wren (Troglodytes aedon) - SNA
TROGtrog - Winter Wren (Troglodytes hiemalis) - S5B
CATHbick - Bicknell's Thrush (Catharus bicknelli) - S1B
CATHfusc - Veery (Catharus fuscescens) - S4B
CATHgutt - Hermit Thrush (Catharus guttatus) - S5B
CATHmini - Grey-cheeked Thrush (Catharus minimus) - SUB
CATHmial - Northern Gray-cheeked Thrush (Catharus minimus aliciae) - SUM
CATHmimi - Gray-cheeked Thrush minimus subspecies (Catharus minimus minimus) - S1?B
CATHustu - Swainson's Thrush (Catharus ustulatus) - S4B,S5M
CORTcale - Ruby-crowned Kinglet (Corthylio calendula) - S4B,S5M
HYLOmust - Wood Thrush (Hylocichla mustelina) - SUB
IXORnaev - Varied Thrush (Ixoreus naevius) - SNA
MYADtown - Townsend's Solitaire (Myadestes townsendi) - SNA
OENAoena - Northern Wheatear (Oenanthe oenanthe) - SNA
POLIcaer - Blue-gray Gnatcatcher (Polioptila caerulea) - SNA
REGUsatr - Golden-crowned Kinglet (Regulus satrapa) - S5
SIALcurr - Mountain Bluebird (Sialia currucoides) - SNA
SIALsial - Eastern Bluebird (Sialia sialis) - S3B
TURDilia - Redwing (Turdus iliacus) - SNA
TURDmigr - American Robin (Turdus migratorius) - S5B,S3N
TURDpila - Fieldfare (Turdus pilaris) - SNA
DUMEcaro - Grey Catbird (Dumetella carolinensis) - S4B
MIMUpoly - Northern Mockingbird (Mimus polyglottos) - S1B
TOXOrufu - Brown Thrasher (Toxostoma rufum) - S1B
ANTHrube - American Pipit (Anthus rubescens) - S4M
BOMBcedr - Cedar Waxwing (Bombycilla cedrorum) - S5B
BOMBgarr - Bohemian Waxwing (Bombycilla garrulus) - S4N
LANIbore - Northern Shrike (Lanius borealis) - S3S4N
LANIcris - Brown Shrike (Lanius cristatus) - SNA
LANIludo - Loggerhead Shrike (Lanius ludovicianus) - SXB
LANIlumi - Migrant Loggerhead Shrike (Lanius ludovicianus migrans) - SXB
LANIludo - Loggerhead Shrike Eastern subspecies (Lanius ludovicianus pop. 1) - SXB
STURvulg - European Starling (Sturnus vulgaris) - SNA
VIREbell - Bell's Vireo (Vireo bellii) - SNA
VIREflav - Yellow-throated Vireo (Vireo flavifrons) - SNA
VIREgilv - Warbling Vireo (Vireo gilvus) - S1B,SUM
VIREgris - White-eyed Vireo (Vireo griseus) - SNA
VIREoliv - Red-eyed Vireo (Vireo olivaceus) - S5B
VIREphil - Philadelphia Vireo (Vireo philadelphicus) - S2?B,SUM
VIREplum - Plumbeous Vireo (Vireo plumbeus) - SNA
VIREsoli - Blue-headed Vireo (Vireo solitarius) - S5B
AGELphoe - Red-winged Blackbird (Agelaius phoeniceus) - S4B
AMMOsava - Grasshopper Sparrow (Ammodramus savannarum) - SNA
AMMOsapr - Grasshopper Sparrow pratensis subspecies (Ammodramus savannarum pratensis) - SNA
AMMOcaud - Saltmarsh Sparrow (Ammospiza caudacuta) - SNA
AMMOleco - LeConte's Sparrow (Ammospiza leconteii) - SNA
AMMOmari - Seaside Sparrow (Ammospiza maritima) - SNA
AMMOnels - Nelson's Sparrow (Ammospiza nelsoni) - S3S4B
ARTEbell - Bell's Sparrow (Amphispiza belli) - SNA
CALAmela - Lark Bunting (Calamospiza melanocorys) - SNA
